Category,Company,$,Item,Case,OH (2023 left over),2024 Opening Order,OH (4/29),Thru,Order,OH (5/6),Thru,Order,OH (5/13),Thru,Order,OH (5/20),Thru,Order,OH (5/28),Thru,Order,OH (6/3),Thru,Order,OH (6/10),Thru,Order,OH (6/17),Thru,Order,OH (6/24),Thru,Order,OH (7/01),Thru ,Order,OH (7/8),Thru,Order,OH (7/15),Thru,Order,OH (7/22),Thru,Order,OH (7/29),Thru,Order,OH (8/5),THRU,Order,OH (8/12),THRU,Order,OH (8/19),THRU,Order,OH (8/26),THRU,Order,OH Bodega/Walk-In (9/3),OH AT BARS,On Hand Total,THRU ,Order,OH Bodega/Walk-In (9/9),OH AT BARS(9/9),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (9/16),OH AT BARS(9/16),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (9/23),OH AT BARS(9/23),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (10/1),OH AT BARS(10/1),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (10/7),OH AT BARS(10/7),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (10/14),OH AT BARS(10/14),MICHELLE TOOK TO CRAB,On Hand Total,Actual THRU
Jeffersons,Southern,14,Jefferson* Cigar Dinner - $34,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,,16,Reserve - $52,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,,16,Ocean- $61,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
Whiskey and Burbons,Southern,14,Screwball PB Whisky,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,12,Fireball,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,Jameson,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,Jameson Orange,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Empire,12,Tulamore Dew / Bush Mils Irish Whiskey,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Empire,14,Southern Comfort,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Empire,12,Jack Daniels,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Empire,12,Jack Fire,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden
,Empire,12,Jack Honey,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden
,Southern,14,Makers Mark,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,12,Jim Beam,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,Wild Turkey 81 ,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,Dewers,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,,Chivas Regal,,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,14,Crown Royal,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,Seagrams 7,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Empire,,Seagrams VO,12,Hidden,Hidden,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,,Canadian Club,,Hidden,Hidden,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Empire,,Hennessey,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,Johnny Walker Red Label,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,,Johnny Walker Black Label,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,Bullett Burbon,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,B&B,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
Cordials,Southern,12,Carolinas Irish Cream,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden
,Southern,12,Kahlua,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden
,Empire,12,Rumchata,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,,St. Germaine,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden
,Empire,,Silver Sambuca,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden
,Empire,,Dark Sambuca,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden
,Empire,,Sweet Vermouth,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Empire,,Dry Vermouth,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,,Grand Marier,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,,Jager,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
