Category,Company,$,Item,Case,OH (2023 left over),2024 Opening Order,OH (4/29),Thru,Order,OH (5/6),Thru,Order,OH (5/13),Thru,Order,OH (5/20),Thru,Order,OH (5/28),Thru,Order,OH (6/3),Thru,Order,OH (6/10),Thru,Order,OH (6/17),Thru,Order,OH (6/24),Thru,Order,OH (7/01),Thru ,Order,OH (7/8),Thru,Order,OH (7/15),Thru,Order,OH (7/22),Thru,Order,OH (7/29),Thru,Order,OH (8/5),THRU,Order,OH (8/12),THRU,Order,OH (8/19),THRU,Order,OH (8/26),THRU,Order,OH Bodega/Walk-In (9/3),OH AT BARS,On Hand Total,THRU ,Order,OH Bodega/Walk-In (9/9),OH AT BARS(9/9),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (9/16),OH AT BARS(9/16),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (9/23),OH AT BARS(9/23),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (10/1),OH AT BARS(10/1),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (10/7),OH AT BARS(10/7),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (10/14),OH AT BARS(10/14),MICHELLE TOOK TO CRAB,On Hand Total,Actual THRU
,Southern,,Frangelico,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
Wines,MANHATTEN,,Pinot Grigio COOKING WINE,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Boening Brothers,,Chardonnay,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Boening Brothers,,White Zinfandel,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Boening Brothers,,Sauvignon Blanc,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Manhatten,,Champagne,12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden,Hidden,,,Hidden,Hidden
,Boening Brothers,,Cabernet Sauvignon,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Boening Brothers,,Merlot,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Boening Brothers,,Pinot Noir,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Manhatten,,Cooking Wine (Ask Ron) Bag in the a Box,12,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
Frozens,Island Time,,Island Time Pink Lemonade,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Island Time,,Island Time Strawberry,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Island Time,,Island Time Pina,6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Island Time,,Island Time Marg,mesaure    6,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Tropical Sensation,,Peach,by         6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Tropical Sensation,,Vanilla,    bottle      6,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Tropical Sensation,,Mango,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
Mixes & Juices,SYSCO,,Lime Juice (Par: 5 cases),mesaure 12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,Hidden,,Hidden,Hidden,,,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Grenadine (Par: 4 Cases),by      12,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Grapefruit 6oz (Par: 3 cases),    bottle   12,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Orange (Par: 12 Cases),12,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Pineapple (Par: 16 cases),12,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,,,Iced Tea (Par: 1 case),pks,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Clare Rose,,Bloody Mary Mix (Par: 1 Case),6 1liter,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Amazon,,Agave (Par: 1 Case),,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Manhatten,,Ginger Beer (Par: 4 cases),24,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Clare Rose,,Bloody Mary Mix,6,,,,Hidden,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Manhatten,,Water Bottles (Par: 12 Cases),,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,Hidden,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
MISC.,,,Straws,Jordon,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,,,12/14oz Cups (# in marina: 201 cases  at start),RON,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,,,Napkins,RON,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
Fruit and Bar Garnishes,SYSCO,,Oranges Par: (2 Cases),RON,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Lemons Par: (3 Cases),RON,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Limes Par: (4 Cases),RON,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Pinapple,RON,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Mint,Jordon,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Blueberries,RON,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Olives,RON,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Cherries,RON,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,,Hidden,Hidden
,SYSCO,,Cucumber,RON,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,,,,Hidden,Hidden
